gene_name,L_15_1,L_15_2,L_16_1,L_16_2,L_13_1,L_13_2,L_11_2,L_11_1,L_12_1,L_12_2
Mbd1,17.7,16.66,15.54,15.71,17.52,20.19,30.6,30.44,25.74,24.94
Smad2,12.76,12.15,11.31,10.27,13.94,16.66,30.1,26.33,20.33,19.86
Sall3,0.0,0.01,0.0,0.01,0.0,0.01,0.06,0.05,0.04,0.0
Atp9b,9.45,8.35,7.15,7.18,9.0,9.29,20.67,17.76,13.38,13.45
Rbfa,33.4,34.16,29.4,28.36,47.6,48.88,71.44,68.21,59.06,52.5
Gm16286,117.14,108.63,94.95,98.29,162.5,168.91,253.84,233.52,194.47,194.24
Pde6a,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.02
Csnk1a1,59.59,60.56,61.06,60.06,81.53,91.73,167.98,152.79,105.09,102.74
Il17b,0.76,1.26,0.31,0.68,1.03,0.27,0.14,0.25,0.15,0.11
Pcyox1l,7.41,6.49,6.54,6.1,11.98,12.91,27.05,26.02,17.08,17.94
Grpel2,6.05,6.28,6.14,5.19,6.63,8.04,14.3,11.46,8.64,8.12
Napg,9.52,9.18,9.46,9.0,12.19,13.0,14.62,15.93,13.8,14.01
Txnl1,123.24,137.65,136.24,122.56,175.55,204.39,208.35,194.07,181.69,178.02
Nars,106.72,99.76,110.2,109.33,136.46,180.87,211.63,192.1,175.67,171.57
Fech,886.24,868.02,834.57,867.96,746.39,822.17,333.92,270.44,656.91,687.71
Nedd4l,5.39,4.32,6.72,7.62,3.53,4.3,7.47,7.6,4.53,5.15
Lmnb1,43.03,44.54,37.47,35.0,50.85,53.38,30.57,24.24,68.83,67.56
C330018D20Rik,10.37,11.28,11.53,10.93,13.26,17.08,13.99,12.87,13.48,12.87
Megf10,0.04,0.08,0.05,0.06,0.08,0.05,0.58,0.3,0.18,0.16
Prrc1,19.15,21.67,20.03,21.94,21.02,26.09,40.92,36.0,30.3,31.65
Slc12a2,0.35,0.4,0.37,0.31,0.56,0.63,2.11,2.69,1.42,1.31
Fbn2,1.1,1.15,0.83,1.32,1.41,1.52,14.27,14.28,4.81,5.51
Slc27a6,0.04,0.07,0.1,0.13,0.22,0.36,1.03,0.76,0.33,0.47
Isoc1,51.04,52.91,44.13,45.04,71.37,75.72,81.77,67.53,70.38,67.83
Dctn4,16.18,16.9,16.86,16.4,19.2,22.14,33.85,30.2,24.94,23.4
Rbm22,18.42,19.41,19.24,17.78,24.31,30.64,48.85,44.43,33.32,33.28
Rps14,633.38,757.54,733.15,665.23,1170.5,1130.08,1599.53,1612.87,1201.45,1172.79
Cd74,7.97,6.45,9.57,10.01,1.91,2.35,0.3,0.3,0.95,0.74
Tcof1,10.03,11.65,9.39,9.39,17.05,20.9,44.34,43.74,30.51,27.95
Tmx3,14.65,9.3,11.0,10.2,11.27,13.27,23.65,20.77,12.55,14.3
Camk2a,0.26,0.46,0.46,0.39,0.45,0.42,2.27,2.59,0.55,0.41
Cdx1,0.02,0.05,0.0,0.3,0.02,0.05,0.0,0.02,0.02,0.0
Pdgfrb,2.58,2.4,2.39,2.94,2.65,3.42,16.05,15.26,7.1,8.28
Csf1r,30.16,25.51,31.66,35.97,13.77,15.08,21.56,17.09,17.84,16.53
Hmgxb3,5.14,3.76,3.84,3.95,4.61,5.83,14.72,12.7,10.68,9.47
Gnaq,3.34,3.42,3.78,3.9,3.48,3.6,5.86,6.28,4.68,4.82
Psat1,180.23,146.69,219.03,218.21,143.15,160.92,242.73,192.6,160.23,151.29
Tle4,3.99,3.97,2.64,2.45,3.91,4.05,8.77,9.49,8.1,7.9
Cndp2,25.85,26.38,23.54,23.83,33.31,32.27,53.37,45.63,37.74,35.45
Timm21,41.28,43.39,45.58,41.65,58.01,80.1,101.15,97.91,68.71,69.36
Cyb5a,484.32,450.66,503.15,489.03,351.23,360.2,250.23,247.65,308.17,303.03
Cbln2,0.06,0.04,0.01,0.03,0.22,0.06,0.36,0.22,0.12,0.21
Slc22a6,0.0,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0
Scgb1a1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asrgl1,6.87,5.84,6.86,5.43,10.01,12.87,19.3,15.49,11.11,11.34
Gm9750,0.0,0.0,0.02,0.0,0.0,0.03,0.04,0.04,0.02,0.0
Anxa1,72.5,71.09,72.49,86.17,20.61,18.69,14.4,12.26,12.63,15.94
Incenp,92.81,82.95,68.23,64.6,87.16,92.95,90.95,84.25,131.45,132.67
Fth1,2988.28,3332.49,3158.97,2977.55,4391.82,4447.66,2992.51,2768.76,4413.66,4346.25
Rab3il1,240.88,212.43,202.1,210.02,169.93,178.28,102.69,99.66,159.91,158.07
Fads3,7.7,6.6,7.37,6.19,4.63,6.26,5.6,5.23,8.35,5.73
Fads2,88.98,77.92,74.64,86.03,57.98,65.58,37.55,39.6,74.13,75.18
Tmem138,9.48,10.08,9.07,8.89,12.89,14.1,25.1,24.28,16.28,15.44
Tmem216,10.17,10.55,8.31,8.36,14.7,12.88,25.97,26.2,15.25,12.44
Sdhaf2,22.88,23.08,24.19,19.64,31.45,29.12,48.52,44.02,34.24,31.77
Cd5,0.03,0.04,0.02,0.03,0.03,0.07,0.04,0.03,0.01,0.2
Cd6,0.04,0.01,0.0,0.03,0.03,0.0,0.0,0.0,0.01,0.04
Ms4a7,1.47,1.23,0.94,1.23,1.27,0.95,0.82,0.97,1.4,0.4
Ms4a1,0.0,0.02,0.06,0.09,0.0,0.02,0.09,0.0,0.02,0.0
Ms4a4c,1.31,2.18,1.49,1.15,0.72,0.67,0.0,0.41,0.26,0.22
Ms4a6b,3.13,2.85,2.91,2.09,1.89,2.17,1.77,1.75,1.05,1.72
Ms4a4d,0.47,0.21,0.2,0.24,0.18,0.18,0.24,0.21,0.32,0.26
Ms4a6d,3.9,4.19,4.22,4.18,3.1,2.62,2.96,3.7,2.23,2.01
Ms4a2,0.63,0.7,0.97,0.63,0.78,1.08,0.15,0.14,0.44,0.17
Ms4a3,26.85,33.84,28.41,25.29,12.79,13.03,7.46,5.48,3.76,5.36
Gif,0.0,0.02,0.02,0.01,0.0,0.02,0.0,0.0,0.0,0.05
Mrpl16,24.31,29.22,26.61,23.29,46.7,48.0,58.9,53.07,52.51,45.59
Osbp,1.74,1.69,1.45,1.46,2.06,1.92,4.04,4.98,2.36,2.51
Fam111a,18.54,20.63,22.29,18.41,25.64,35.88,36.74,32.64,28.63,29.63
Keg1,6.88,7.85,6.06,8.08,1.51,1.26,0.19,0.14,0.37,0.32
Zfp91,6.32,6.27,4.96,5.33,7.29,7.93,5.68,5.1,9.72,10.39
Lpxn,1.8,2.09,1.84,1.95,1.29,1.75,1.18,1.54,1.16,1.08
Gna14,0.56,0.68,0.88,0.61,1.02,1.41,3.08,3.04,1.37,1.45
Rfk,48.02,50.76,41.79,42.23,63.35,73.19,66.19,64.43,66.91,71.5
Pcsk5,1.81,1.2,1.31,2.01,1.07,1.23,3.47,3.47,2.41,2.17
Ostf1,56.07,57.74,51.87,49.33,55.27,55.65,70.97,63.33,54.62,50.83
Carnmt1,12.8,14.58,10.24,10.7,22.22,21.32,34.69,32.63,39.28,37.95
Trpm6,0.02,0.03,0.02,0.01,0.03,0.02,0.01,0.11,0.01,0.04
1700025F22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017D01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ms4a8a,0.18,0.09,0.16,0.17,0.0,0.14,0.0,0.0,0.0,0.0
Ms4a10,0.1,0.02,0.0,0.26,0.0,0.0,0.18,0.0,0.0,0.0
Ccdc86,11.91,10.07,7.66,7.71,20.26,21.81,35.43,33.56,27.6,26.69
Zp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09
Prpf19,12.59,11.8,10.45,9.91,17.09,16.29,36.0,33.33,21.48,20.11
Tmem132a,3.07,2.39,2.27,2.61,3.78,3.49,20.96,20.21,8.86,8.86
Slc15a3,1.5,1.06,1.31,1.52,1.51,1.16,0.86,0.9,1.04,0.87
Pga5,0.05,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.07,0.0
Ddb1,153.28,131.25,145.69,149.11,135.26,153.02,267.49,226.56,211.18,213.61
Fen1,118.21,123.15,107.12,96.67,165.1,179.8,181.91,156.73,167.88,165.24
Syt7,0.21,0.09,0.09,0.33,0.09,0.18,0.95,1.02,0.76,0.47
Aldh1a7,1.13,1.14,0.99,0.85,0.51,0.87,0.8,0.7,0.4,0.42
Tmc1,0.01,0.01,0.0,0.0,0.02,0.04,0.1,0.03,0.1,0.06
Zfand5,31.66,29.19,21.86,23.05,31.9,33.33,52.09,44.79,53.1,51.8
Cemip2,7.38,6.28,6.88,7.39,6.25,7.48,19.22,18.12,11.53,12.54
Slc22a19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rtn3,62.23,60.44,51.13,54.09,58.6,63.43,60.3,56.4,69.72,70.7
Atl3,4.01,4.44,4.72,4.73,6.0,6.0,8.64,7.81,6.94,7.09
Gm16437,0.62,0.56,0.61,0.7,0.89,0.71,0.5,0.91,0.81,0.58
Naa40,21.74,22.1,18.92,18.71,25.01,31.82,58.51,51.56,37.54,35.08
Lipo3,2.37,2.54,2.84,2.42,2.7,3.32,4.49,4.22,3.07,3.06
Otub1,50.74,46.65,42.75,43.1,60.11,59.49,107.78,101.47,71.48,71.06
Lipf,0.0,0.0,0.0,0.02,0.0,0.02,0.06,0.0,0.0,0.0
Cdc42bpg,0.33,0.18,0.34,0.29,0.14,0.12,0.2,0.85,0.17,0.17
Lipn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ehd1,60.18,55.61,53.14,58.1,59.67,62.68,81.18,70.42,71.64,76.85
Atg2a,5.06,4.08,4.19,5.18,3.58,4.12,10.43,7.59,5.92,6.86
Ankrd22,0.39,0.43,0.54,0.44,0.14,0.03,0.0,0.0,0.0,0.11
Stambpl1,4.41,4.06,5.29,5.27,2.74,2.84,3.81,4.15,1.95,2.5
Ppp2r5b,4.38,2.88,3.0,3.17,3.01,4.19,9.25,7.66,5.35,5.39
Fas,4.06,4.03,5.75,5.86,1.64,2.36,0.9,1.16,0.62,1.21
Cdc37l1,8.04,8.11,8.69,8.39,9.03,12.28,22.8,20.32,15.16,14.89
Lipa,42.65,43.25,44.37,44.98,29.59,38.87,41.25,35.19,28.02,29.27
Ak3,39.67,39.03,35.91,40.4,37.04,46.89,75.77,66.1,49.7,47.57
Gpha2,0.24,0.13,0.05,0.08,0.15,0.06,0.17,0.51,0.0,0.13
Rcl1,60.06,57.16,62.69,59.26,64.03,71.13,92.66,83.13,70.21,67.78
Majin,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snx15,57.34,50.78,46.89,51.85,40.37,41.86,26.6,25.58,34.98,37.41
Jak2,10.26,9.86,4.43,5.01,9.48,10.22,15.56,13.18,17.68,18.73
Sac3d1,20.8,20.19,14.09,14.24,24.18,23.76,46.83,40.9,34.88,32.45
Cdca5,30.72,29.98,27.83,24.45,29.67,33.95,42.54,37.04,35.43,30.28
Zfpl1,21.2,17.1,16.44,18.48,19.57,20.26,38.82,38.15,23.88,22.23
Tnfrsf25,0.32,0.43,0.21,0.1,0.32,0.41,0.97,0.66,0.73,0.62
Kif20b,28.47,28.33,25.91,23.38,34.67,42.07,42.34,39.99,37.81,37.12
Vps51,26.77,23.71,23.78,24.46,25.28,27.25,42.17,41.68,30.02,33.33
Htr7,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.02
Tm7sf2,43.58,42.61,41.11,45.46,26.52,28.64,22.01,22.48,25.15,26.25
Rpp30,27.95,33.37,31.55,26.11,55.01,62.03,63.33,61.47,59.09,58.8
Ankrd1,0.21,0.2,0.16,0.12,0.32,0.82,1.63,4.05,0.35,0.46
Pcgf5,19.32,19.92,17.26,14.09,19.61,23.19,14.05,12.13,21.81,19.69
Mlana,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syvn1,15.06,11.51,12.31,16.1,10.05,12.01,23.67,24.61,16.23,14.53
Il33,1.07,1.08,1.4,1.31,0.81,1.56,0.24,0.2,0.54,0.61
Tnks2,12.04,10.28,5.15,6.18,12.62,14.1,41.2,39.32,28.94,30.25
Tjp2,5.1,4.27,4.44,5.56,4.07,4.6,10.97,10.24,7.26,7.63
Trpd52l3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frmd8,11.16,11.35,12.0,11.8,12.1,13.63,21.51,19.56,18.53,20.19
Uhrf2,27.12,25.81,26.28,27.15,27.15,26.32,45.14,48.08,44.51,41.01
Slc25a45,6.82,6.21,5.43,5.88,4.94,5.84,5.78,6.01,6.43,6.28
Rad9a,14.34,13.55,12.1,12.07,15.07,17.83,27.48,28.27,22.25,22.44
Dpf2,51.6,45.8,41.38,44.76,49.17,51.79,97.5,86.74,61.37,62.58
Gldc,25.07,21.78,21.94,24.13,16.27,20.74,19.03,16.2,23.59,22.9
Mrpl21,41.49,45.74,39.87,38.45,74.09,81.44,119.85,112.66,83.68,80.03
Rps6kb2,29.67,28.46,25.13,26.99,26.03,29.51,31.54,39.0,32.78,32.93
Ighmbp2,2.18,2.08,2.19,2.09,3.34,3.25,5.71,6.43,4.3,4.76
Pola2,51.13,46.69,41.62,40.01,53.93,60.24,98.97,95.34,69.81,66.61
Coro1b,67.27,62.33,61.98,63.38,62.96,61.01,101.27,91.94,72.53,72.69
Dmrt1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.02,0.05,0.03
Eif1ad,22.99,22.61,20.12,18.97,34.38,36.74,58.9,53.14,42.18,45.16
Cabp4,0.11,0.11,0.17,0.15,0.06,0.11,0.03,0.15,0.05,0.06
Chka,21.56,17.47,15.77,16.32,13.73,16.07,27.23,27.33,22.36,21.33
Banf1,187.23,200.44,183.37,160.11,292.04,291.85,462.52,469.05,312.11,305.3
Tmem134,70.65,64.54,64.52,64.66,70.26,66.58,69.94,67.72,66.29,69.6
Cst6,0.0,0.0,0.0,0.48,0.34,0.29,0.0,0.13,0.0,0.22
Aip,33.28,31.09,27.88,27.48,32.67,33.58,47.58,41.01,36.6,35.11
Pitpnm1,6.82,5.22,5.63,6.19,2.47,2.66,5.56,5.86,4.23,4.05
Sf3b2,97.81,99.14,88.08,87.23,136.4,135.66,223.35,207.72,153.88,156.09
Pold4,12.99,11.37,10.42,12.53,10.69,7.14,16.99,18.14,10.71,11.0
Pacs1,7.46,7.5,5.82,6.89,6.72,9.01,23.29,19.7,14.44,16.5
Cdk2ap2,110.15,100.22,95.84,99.05,82.19,81.42,93.46,98.11,84.5,77.88
Cabp2,0.25,0.33,0.27,0.21,0.37,0.58,0.39,0.38,0.31,0.44
Grk2,11.45,10.73,6.64,8.05,8.93,8.69,17.03,16.88,14.99,13.09
Klc2,2.35,1.45,1.31,1.57,2.0,2.49,6.37,5.35,4.1,3.67
Mbl2,4.2,4.0,3.57,5.71,0.62,0.63,0.13,0.15,0.34,0.1
Acy3,9.68,9.37,9.01,10.47,8.24,8.77,11.15,8.75,7.67,8.32
Pip5k1b,7.4,8.25,7.45,7.07,7.39,8.84,5.43,4.06,7.63,7.97
Dkk1,0.37,0.29,0.18,0.15,1.16,1.47,7.88,7.23,2.99,2.46
Gm49405,0.42,0.39,0.35,0.41,0.48,0.51,1.25,1.74,0.96,0.71
Rab1b,77.91,74.19,67.8,75.14,83.68,87.89,142.46,131.5,105.53,98.88
Doc2g,0.68,0.33,0.64,0.36,0.69,0.71,2.16,2.99,1.29,1.11
Cnih2,0.72,0.59,0.39,0.34,1.11,1.23,7.3,6.16,3.22,2.96
Yif1a,48.05,42.87,43.84,45.02,40.39,39.26,64.17,56.76,43.34,45.07
Cbwd1,6.7,7.05,7.12,5.72,11.68,12.78,17.92,16.79,14.17,12.06
Rin1,0.33,0.15,0.11,0.3,0.29,0.31,0.99,1.02,0.42,0.77
Aldh3b1,8.13,7.55,7.41,8.49,2.88,3.23,1.3,1.24,1.51,1.61
Asah2,0.38,0.41,0.45,0.49,0.2,0.45,0.47,0.76,0.4,0.4
Rce1,22.01,20.94,19.29,19.94,27.16,27.87,40.69,38.29,32.92,30.01
Slc29a2,0.84,0.75,0.7,1.38,1.5,1.97,5.08,4.51,3.17,2.74
Pcx,68.83,48.88,75.92,100.27,27.25,30.26,16.2,13.6,28.75,29.06
Minpp1,73.74,72.04,59.68,60.43,86.66,94.78,117.56,99.69,100.5,98.58
Apba1,0.05,0.06,0.05,0.03,0.02,0.01,0.05,0.07,0.01,0.04
Papss2,5.71,5.14,5.75,7.91,1.78,2.76,2.6,2.53,1.65,2.56
Cpt1a,5.9,5.07,6.51,8.08,5.71,6.19,12.19,10.97,5.86,6.94
Peli3,0.15,0.15,0.25,0.26,0.11,0.09,0.3,0.25,0.17,0.37
Mrpl11,33.04,37.14,32.54,31.16,58.64,69.03,106.41,101.32,69.14,70.85
Lao1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tesmin,0.34,0.23,0.25,0.18,0.24,0.15,0.42,0.3,0.34,0.32
Mus81,14.24,12.18,10.85,13.26,14.14,14.47,21.81,24.63,18.61,19.14
Gal,0.13,0.1,0.0,0.07,0.07,0.12,1.6,1.88,0.16,0.24
Ppp6r3,21.34,19.42,20.45,20.86,19.31,24.16,45.36,39.33,29.99,31.2
Efemp2,15.22,13.89,11.59,13.42,18.56,17.57,36.83,40.32,25.14,25.6
Ctsw,0.46,0.47,0.31,0.49,0.46,0.3,0.3,0.38,0.36,0.44
Fibp,24.85,22.01,23.27,21.91,29.53,29.97,46.86,48.65,37.12,37.81
Fosl1,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.43,0.0,0.02
Lrp5,2.25,1.83,1.87,2.25,1.75,1.65,4.18,4.63,2.26,2.26
Drap1,53.05,56.08,55.19,52.0,78.05,81.52,95.71,110.27,90.46,90.49
Smarca2,4.39,3.2,3.65,4.59,4.13,5.7,12.55,11.72,6.31,6.8
Ovol1,0.04,0.0,0.03,0.26,0.08,0.05,0.0,0.16,0.05,0.0
Vldlr,1.15,1.26,1.82,1.79,1.58,1.34,4.68,4.07,1.87,1.7
Rnaseh2c,87.24,106.24,98.24,78.12,142.14,152.13,134.66,138.21,148.49,142.94
Kat5,15.14,14.09,13.64,13.86,18.82,20.56,18.44,20.44,22.48,20.83
Rela,20.97,20.21,18.51,19.98,21.29,24.85,43.93,42.05,28.22,26.87
Slc1a1,0.06,0.07,0.06,0.08,0.06,0.06,0.0,0.04,0.03,0.05
Kcnk7,0.13,0.24,0.12,0.12,0.4,0.18,0.09,0.1,0.16,0.15
Ehbp1l1,104.75,95.25,88.66,89.13,90.98,96.22,49.95,48.91,102.0,103.37
Fam89b,34.11,34.54,27.84,25.13,40.82,38.43,38.36,34.61,38.02,37.71
Ltbp3,2.95,1.08,0.63,3.89,2.38,0.95,3.56,3.02,3.22,3.11
Scyl1,21.18,18.29,16.51,18.23,21.89,23.72,43.95,42.73,33.28,32.0
Capn1,22.62,21.77,19.02,19.85,18.96,22.66,19.85,18.38,31.63,32.21
Smc5,7.98,9.31,8.05,9.12,10.64,14.79,26.12,23.63,19.71,18.31
Arl2,22.56,25.01,20.1,21.27,32.2,32.8,54.39,53.51,39.98,38.57
Men1,22.08,21.76,18.0,16.55,22.81,25.79,45.96,39.23,40.75,41.33
Map4k2,7.86,6.65,7.04,7.3,3.87,5.04,10.94,9.39,7.79,7.72
Sf1,59.71,55.82,44.55,49.45,59.32,79.67,149.15,147.89,96.34,99.9
Rps6ka4,5.48,5.48,4.3,4.68,5.3,5.88,8.88,9.18,7.26,7.1
Prdx5,130.77,124.65,120.16,136.06,84.77,87.25,81.7,85.34,78.97,84.68
Esrra,4.27,3.33,3.11,4.09,4.15,3.77,3.15,4.3,5.46,5.65
Kcnk4,0.08,0.07,0.09,0.03,0.01,0.05,0.29,0.13,0.04,0.03
Gpr137,6.39,6.45,4.42,4.47,5.51,6.29,14.55,13.27,7.4,8.24
Bad,22.66,22.18,21.2,21.38,27.95,29.84,39.96,39.9,31.52,30.4
Plcb3,5.94,5.12,4.12,5.58,4.85,5.48,18.0,15.05,11.38,12.0
Vegfb,13.5,13.57,6.59,8.9,13.92,11.8,18.73,20.99,19.47,19.48
Dnajc4,9.5,8.84,8.48,8.86,10.28,8.47,10.74,10.71,10.69,10.11
Fermt3,102.27,91.25,88.25,89.3,92.33,91.99,130.83,112.96,122.91,113.14
Stip1,104.95,100.57,88.16,87.71,137.03,173.47,298.02,259.97,192.75,182.01
Rcor2,0.92,1.16,0.4,0.23,1.22,1.55,6.67,5.44,3.34,4.25
Mark2,21.19,17.34,11.82,12.93,15.38,18.15,34.89,36.7,34.64,35.14
Spindoc,3.19,2.76,2.29,2.37,4.09,3.18,12.49,12.17,8.64,8.99
Lgals12,0.03,0.0,0.0,0.04,0.0,0.0,0.04,0.02,0.0,0.0
Hrasls5,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Smc3,24.88,26.89,25.85,23.19,39.03,46.05,63.49,58.8,44.37,44.55
Pdcd4,13.9,15.49,18.37,18.21,16.71,20.23,37.09,36.54,20.43,20.23
Shoc2,13.28,13.88,14.18,14.09,14.81,20.23,41.44,35.42,22.13,22.65
Gpam,29.17,24.58,37.09,38.28,14.4,18.52,32.52,26.49,22.56,22.66
Tectb,0.32,0.33,0.34,0.45,0.02,0.03,0.02,0.0,0.04,0.05
Acsl5,133.77,135.98,175.51,171.68,100.75,115.85,99.76,91.42,96.71,91.97
Zdhhc6,44.62,42.55,40.1,41.13,56.29,64.67,95.67,87.86,68.71,69.71
Vti1a,11.77,11.88,10.5,10.82,14.47,15.74,23.14,19.23,20.51,20.01
Tcf7l2,15.68,16.79,14.14,17.54,15.41,20.16,38.75,35.7,19.31,19.17
Hhex,26.34,24.78,29.57,29.02,24.11,29.66,36.68,33.97,33.37,32.56
Cyp26a1,0.14,0.17,0.03,0.01,0.14,0.23,0.45,0.46,0.04,0.12
Cep55,4.07,4.59,4.12,4.02,5.46,6.47,12.34,12.15,8.08,7.2
Rbp4,1654.87,1576.31,1719.85,1764.76,1352.84,1506.06,1114.77,1032.48,1200.78,1199.11
Eif3a,68.17,65.07,63.19,63.08,94.52,111.47,159.79,144.79,110.27,110.18
Pde6c,5.05,4.81,5.76,6.04,3.49,4.19,3.05,1.76,2.96,2.7
Fam45a,18.16,17.53,17.97,17.89,18.98,23.11,27.72,24.85,21.56,21.22
Prdx3,296.31,296.3,302.72,275.91,351.57,379.89,313.0,271.03,349.41,348.31
Plce1,0.67,0.41,0.31,0.58,0.41,0.35,1.47,0.82,0.69,0.74
Noc3l,2.76,2.7,2.45,2.26,5.03,6.28,10.99,9.18,6.83,6.91
Hells,14.02,15.84,15.24,11.79,28.67,44.92,63.15,59.57,37.36,38.33
Cyp2c55,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Cyp2c39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyp2c40,2.23,1.58,2.31,3.01,0.51,0.51,0.03,0.0,0.53,0.1
Sorbs1,31.88,30.35,32.22,33.54,25.02,32.32,32.28,32.8,29.47,28.69
Aldh18a1,28.77,25.22,24.68,24.26,37.2,44.04,87.49,74.94,56.5,57.5
Tctn3,1.67,1.74,1.38,1.06,1.68,2.26,3.79,3.66,3.27,3.04
Ccnj,2.98,2.92,2.22,2.22,3.92,4.52,9.56,9.63,6.74,5.81
Tll2,0.01,0.01,0.0,0.0,0.02,0.03,0.02,0.0,0.0,0.01
Dntt,0.05,0.0,0.0,0.02,0.06,0.05,0.07,0.04,0.05,0.04
Tm9sf3,45.44,46.44,43.16,41.73,50.5,62.67,103.37,81.7,78.0,82.5
Pik3ap1,12.41,9.83,12.71,15.17,4.6,5.77,4.17,4.07,5.01,4.59
Lcor,5.46,5.52,5.38,5.85,5.16,6.14,7.7,7.59,6.66,7.75
Slit1,0.04,0.04,0.22,0.11,0.1,0.04,0.12,0.19,0.06,0.08
Smndc1,13.63,14.57,12.39,12.63,24.31,26.76,41.44,39.5,24.56,25.61
Mxi1,33.24,30.23,12.06,14.14,26.87,28.75,32.76,25.02,32.12,32.82
Add3,24.61,22.74,22.39,24.04,25.62,29.98,53.13,47.39,35.36,35.2
Xpnpep1,75.71,72.43,78.56,72.44,94.97,99.37,150.87,131.25,111.77,103.87
Trim8,9.46,7.67,6.55,8.89,7.96,7.88,17.66,17.57,15.94,16.31
Arl3,19.91,22.06,23.16,20.03,25.84,27.74,32.82,36.87,31.18,32.08
Sfxn2,29.0,24.84,28.54,31.84,15.84,17.1,19.01,19.11,15.83,15.5
Maoa,2.84,2.73,2.9,2.66,4.32,5.15,8.28,6.13,4.76,4.83
Efhc2,0.04,0.0,0.0,0.0,0.03,0.01,0.09,0.15,0.01,0.11
Fundc1,11.74,12.96,12.43,9.82,14.68,18.73,31.27,24.29,17.56,18.69
Nt5c2,38.55,37.07,41.44,40.15,52.9,59.62,85.07,78.0,56.26,65.66
Dusp21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Msr1,4.28,4.62,5.09,4.78,3.32,3.71,3.39,3.22,3.28,2.88
Pdcd11,3.07,3.06,2.83,2.87,5.66,5.88,14.15,13.73,9.18,9.8
Taf5,3.49,3.32,2.34,2.22,3.69,3.71,6.9,6.57,7.95,8.42
Pcgf6,5.66,6.36,5.09,4.82,9.83,11.83,25.33,20.86,16.8,15.91
Samt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nr0b1,0.12,0.07,0.0,0.04,0.13,0.18,0.57,0.24,0.27,0.43
5430427O19Rik,0.35,0.38,0.51,0.41,0.4,0.39,0.24,0.17,0.27,0.42
Gk,10.59,8.2,12.83,14.05,3.74,4.42,5.31,5.21,4.25,4.0
Slk,5.62,4.72,4.97,3.91,5.01,5.46,9.6,11.27,7.83,9.02
Col17a1,0.13,0.17,0.05,0.07,0.19,0.23,0.75,0.26,0.31,0.23
Sfr1,46.67,52.61,53.15,42.78,80.11,92.93,167.86,173.63,105.47,107.83
Gsto1,99.46,105.7,105.26,113.41,101.88,119.76,149.84,133.83,102.94,99.3
Gsto2,0.21,0.11,0.07,0.06,0.14,0.19,0.42,0.49,0.26,0.24
Habp2,61.46,53.7,61.0,66.47,31.34,40.14,50.47,41.1,35.97,34.14
Casp7,11.0,11.25,8.84,9.01,13.38,12.95,18.43,19.27,14.76,14.04
Dclre1a,12.75,13.95,14.49,13.67,16.62,18.56,22.47,18.73,15.87,16.17
Nhlrc2,6.49,6.37,6.68,6.1,6.64,7.11,11.92,10.26,9.28,10.04
Tdrd1,0.02,0.03,0.02,0.02,0.08,0.04,0.35,0.59,0.17,0.17
Vwa2,0.02,0.0,0.02,0.02,0.01,0.01,0.3,0.43,0.09,0.07
Afap1l2,1.16,0.9,1.01,1.22,0.83,1.01,1.12,0.89,1.13,1.02
Ablim1,9.83,8.24,7.66,10.48,4.2,5.36,7.6,8.44,5.11,6.49
Trub1,6.4,6.95,6.25,7.35,11.34,10.69,22.24,20.04,12.22,14.5
Gfra1,5.73,5.41,6.12,6.25,5.01,6.3,8.74,7.79,7.65,7.68
Ccdc172,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.0
Pnliprp2,1.74,2.23,1.86,1.72,4.6,5.51,4.32,4.22,6.26,4.6
