gene_name,H9_1,H9_2,PP_1,PP_2,PC_1,PC_2,OC_2,OC_1,NC_1,NC_2,EC_1,EC_2
PHF7,4.52,4.3,1.93,2.5,3.39,1.63,2.42,3.0,3.74,4.26,5.46,4.94
SEMA3G,0.79,1.11,0.33,0.48,0.32,0.19,0.0,0.02,1.82,2.25,3.7,3.9
NISCH,45.14,47.55,89.53,89.69,61.7,44.14,51.54,49.72,72.95,69.1,59.22,68.43
STAB1,0.41,0.68,0.19,0.12,0.02,0.05,0.0,0.13,0.05,0.07,0.14,0.25
FUZ,13.56,11.48,16.69,17.04,11.1,12.33,9.09,7.61,16.48,16.3,14.78,11.85
SLC6A13,0.03,0.06,0.25,0.44,2.9,2.3,0.16,0.0,0.12,0.13,0.79,1.11
IDS,17.56,17.95,14.17,17.11,19.37,72.64,25.17,24.38,12.57,10.86,12.32,12.82
PRSS3,0.32,0.0,0.0,0.0,0.13,0.36,0.0,0.0,0.0,0.0,0.0,0.0
ZNF200,6.75,6.8,4.66,5.34,5.13,4.4,3.36,3.48,5.32,6.06,5.11,5.11
CD4,0.4,0.51,0.64,0.96,0.27,0.27,0.23,0.23,1.68,1.75,0.49,0.58
LRRC23,1.17,0.97,8.97,9.31,4.18,8.42,4.21,3.45,2.29,2.04,3.98,3.55
BTK,0.04,0.16,0.0,0.15,0.14,0.16,0.02,0.0,0.28,0.1,1.92,1.54
HFE,0.13,0.45,0.45,0.81,1.08,0.93,2.3,2.29,1.04,0.73,0.54,0.84
SCMH1,7.49,7.54,24.04,24.95,15.2,7.22,13.97,14.89,20.13,21.71,7.83,8.3
FYN,28.85,29.63,70.39,71.55,54.19,118.89,45.01,54.37,99.73,111.58,31.63,31.84
HIVEP2,1.63,1.93,4.93,4.39,5.1,14.33,14.58,14.62,1.3,1.48,1.17,1.09
FMO1,0.02,0.06,0.28,0.02,0.73,0.31,1.35,1.04,0.0,0.0,0.0,0.0
ELOA,31.47,30.29,15.67,18.36,18.35,16.64,17.49,15.86,18.96,19.62,17.22,19.28
LYPLA2,57.05,54.0,47.96,48.95,34.64,47.34,14.58,15.27,39.42,38.11,49.35,48.5
CLCN6,9.42,9.37,18.48,19.86,12.88,8.96,11.33,10.64,24.73,24.14,11.15,14.3
MRC2,9.85,8.57,2.03,2.83,21.82,0.8,155.61,160.52,12.39,13.17,38.74,46.73
NME1-NME2,7.54,3.01,3.91,3.43,5.96,4.3,0.0,1.94,7.25,9.72,3.75,1.63
SLC6A7,0.0,0.01,0.0,0.0,0.04,0.16,0.01,0.0,0.0,0.0,0.0,0.0
TSPAN9,7.66,8.71,12.71,13.94,13.12,12.9,42.5,39.22,10.04,10.19,32.55,36.76
BTBD7,19.35,20.18,27.34,25.6,19.85,20.23,17.08,16.61,20.21,16.31,23.88,22.1
APBA3,9.73,9.98,13.1,15.02,11.81,10.55,9.2,8.28,10.01,10.49,11.56,12.5
MKS1,9.69,11.33,16.71,19.98,13.73,9.2,8.96,8.24,16.81,14.65,11.7,14.64
ABHD5,7.26,6.0,6.17,5.53,5.45,9.13,3.8,5.39,6.13,5.36,9.36,10.96
ANOS1,23.27,25.11,2.48,3.12,8.24,6.02,0.03,0.03,8.27,7.76,29.4,26.1
AKAP8L,50.33,56.17,95.27,93.92,68.66,43.86,38.79,36.82,67.9,69.67,72.16,86.56
MBTD1,20.97,22.69,21.16,21.45,14.88,10.4,6.68,7.52,16.2,14.12,15.96,17.14
UTP18,35.68,36.35,14.73,17.13,16.05,12.35,9.42,10.73,23.06,25.57,26.77,23.8
RNF216,13.64,13.81,16.0,17.91,14.81,11.3,19.29,19.52,16.02,16.67,16.91,20.05
TTC19,27.14,29.41,17.74,19.0,17.94,19.48,12.81,13.76,17.71,17.26,19.67,21.93
PTBP1,341.16,325.58,208.8,224.1,205.62,174.92,137.66,129.66,308.05,288.78,296.82,294.17
DPF1,5.95,5.51,2.01,2.19,5.2,0.39,0.82,0.24,15.61,13.58,1.07,1.48
SYT7,3.19,4.02,4.29,5.29,10.96,15.76,0.04,0.04,1.66,1.76,1.63,1.53
LARS2,20.24,20.39,13.49,13.51,14.82,9.78,7.73,7.21,15.14,15.06,16.66,18.39
PIK3C2A,34.56,37.81,40.07,47.62,32.81,32.04,23.48,27.94,35.26,32.92,45.39,49.46
PLAUR,6.25,7.19,5.2,4.74,13.3,7.87,7.82,8.92,14.77,13.44,5.91,6.67
ANLN,38.63,36.09,16.95,16.74,28.28,10.0,14.0,12.83,38.3,36.64,33.09,35.74
WIZ,15.33,15.25,25.72,27.28,18.98,15.68,20.46,20.05,35.28,33.06,16.06,17.26
RABGAP1,15.29,14.48,39.08,35.55,28.34,30.57,32.89,35.56,24.16,25.52,17.14,19.07
DCN,0.0,0.0,0.04,0.25,69.3,31.56,830.04,859.94,7.89,8.39,0.0,0.01
QPCTL,6.41,6.28,3.74,4.88,3.89,3.44,5.22,5.37,5.02,5.06,4.06,5.0
PPP5C,50.66,49.5,40.84,45.92,41.2,28.69,31.99,30.44,49.51,48.93,38.13,45.96
CEP68,8.44,9.25,9.17,9.19,8.9,3.49,7.71,8.56,12.75,10.72,5.22,6.24
MAP4K3,15.78,17.34,26.54,27.02,20.28,15.43,13.02,18.32,14.19,15.92,16.59,17.77
ZBTB32,0.0,0.06,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05
TYROBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM159,10.3,8.56,8.34,9.16,9.46,15.74,9.24,9.63,11.84,10.9,6.81,7.51
GABRA3,0.64,0.2,0.01,0.06,2.21,8.63,0.0,0.0,0.39,0.4,0.24,0.27
BRCA1,14.13,14.79,14.3,12.46,16.13,8.15,2.73,2.62,28.47,26.74,15.35,20.64
ERCC1,30.41,28.56,27.05,26.36,29.72,24.08,43.72,37.03,48.77,49.1,21.89,24.31
CD22,0.13,0.04,2.15,1.73,0.38,0.88,0.0,0.0,0.0,0.0,0.0,0.01
SEMA3B,1.99,2.91,10.26,12.45,14.41,7.73,3.0,2.1,1.02,1.24,2.63,2.96
MBTPS2,2.97,3.13,5.63,6.49,8.2,9.17,8.82,9.59,6.43,6.41,4.79,5.71
PRICKLE3,5.55,4.44,2.58,3.98,3.62,5.56,3.17,2.95,1.46,1.79,4.24,4.88
LTF,0.02,0.0,0.22,0.15,0.17,0.01,0.0,0.0,0.0,0.0,0.08,0.14
EXTL3,28.58,27.99,21.6,22.31,18.06,8.35,14.57,15.33,31.7,34.11,22.52,23.52
NR1H4,0.0,0.0,0.03,0.05,0.85,3.98,0.0,0.0,0.0,0.0,0.04,0.02
ELOVL5,54.59,55.51,28.03,33.52,42.85,27.85,33.27,33.99,67.28,65.08,42.25,46.91
ALOX5,1.47,1.67,0.78,1.14,3.29,7.27,0.0,0.0,0.0,0.0,0.28,0.51
KDM5D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCOCO1,9.81,10.22,42.23,40.3,35.92,27.84,73.54,71.23,14.93,13.71,20.78,20.76
UBR7,13.28,13.0,7.19,7.22,8.97,6.76,9.18,8.5,17.08,17.85,9.16,11.38
MAP4K5,20.0,19.52,30.46,33.37,24.2,20.26,45.82,43.15,30.73,29.1,19.97,20.48
EHD3,3.79,3.81,2.92,3.29,3.67,2.24,9.65,10.02,4.66,4.6,4.87,4.88
PSMC4,54.13,50.84,40.05,45.17,41.5,43.02,31.86,33.76,50.24,50.66,45.55,44.07
MAN2B2,2.66,2.71,10.59,11.79,7.21,9.82,14.54,17.26,4.31,4.04,7.65,9.45
SLC7A14,0.18,0.19,0.5,0.42,5.59,1.39,0.8,0.69,0.04,0.03,0.21,0.19
CLDN11,1.1,0.78,0.72,1.09,35.96,1.96,5.15,4.12,0.79,0.84,6.51,6.97
SLC25A39,107.34,103.68,58.24,57.94,56.86,70.88,45.26,41.85,53.44,49.03,86.11,86.65
MVP,1.15,1.4,2.7,4.04,11.36,19.47,55.74,59.99,0.91,0.69,0.7,1.37
NUB1,20.89,22.17,22.33,22.07,22.49,20.72,22.98,24.13,14.62,13.97,23.5,22.81
PGM3,30.0,31.72,26.01,29.01,25.45,30.57,30.19,28.55,20.16,22.48,36.24,35.59
RWDD2A,1.32,1.48,3.19,3.21,1.85,1.51,2.62,3.12,2.1,2.18,2.27,2.73
CLK1,22.52,21.42,53.52,58.26,43.79,42.05,34.23,37.04,31.43,29.67,27.37,28.57
POLR3B,5.83,6.14,4.91,5.54,5.65,6.11,3.0,3.2,6.42,6.5,5.63,5.63
ANGEL1,9.81,9.82,53.75,54.59,11.78,10.4,6.96,7.54,16.37,16.63,9.42,9.79
RNF14,8.87,9.19,14.81,16.8,16.5,24.9,24.88,28.26,16.24,17.74,13.75,12.51
DNASE1L1,6.48,6.65,5.3,6.45,5.96,5.57,10.45,10.68,5.06,3.99,6.0,6.29
DDX11,79.88,83.74,103.25,107.14,59.83,52.66,19.68,18.01,87.55,86.62,107.04,135.46
HEBP1,9.19,10.17,45.43,50.09,27.52,61.48,20.39,21.7,12.17,10.1,12.71,13.23
GPRC5A,0.06,0.04,1.66,3.22,63.07,470.56,10.16,9.85,0.05,0.03,0.47,0.46
MAMLD1,0.24,0.22,1.83,1.99,2.91,1.28,4.93,5.13,1.99,1.92,0.2,0.31
CD6,0.0,0.0,0.26,0.25,0.29,0.48,0.0,0.0,0.17,0.13,0.49,0.66
TACC3,68.32,71.41,23.45,26.28,37.87,15.07,8.78,8.54,72.4,68.28,47.81,51.34
UFL1,6.29,5.83,8.64,10.33,9.08,10.55,8.63,8.67,8.04,7.43,8.71,8.53
POLA2,18.93,17.26,11.44,11.0,13.43,7.73,2.21,3.56,28.01,28.66,16.44,19.18
ZC3H3,10.86,10.66,11.0,10.62,8.64,8.21,7.26,6.06,11.73,10.51,10.55,11.67
CAPN1,81.28,79.93,100.0,110.57,93.31,212.28,57.42,59.39,19.09,20.73,89.6,101.36
ACPP,0.18,0.08,3.81,3.67,3.38,1.49,0.0,0.0,0.0,0.0,6.78,7.72
MDH1,144.6,148.01,52.34,61.29,73.5,68.73,41.84,42.81,63.69,66.66,73.53,72.82
SLC30A9,32.5,32.39,28.08,30.57,25.45,21.05,19.18,21.53,29.92,30.64,28.35,30.42
MTMR11,1.84,1.8,3.53,4.79,8.68,13.91,5.5,5.16,2.79,1.93,2.36,2.99
COX15,16.93,15.65,19.44,20.45,19.27,15.18,10.95,13.7,19.54,20.89,14.55,17.71
CCDC88C,21.23,23.97,32.62,38.51,16.26,10.24,0.53,0.41,19.65,19.11,20.95,22.98
YAF2,1.23,0.87,12.73,15.22,9.5,5.46,11.02,14.03,12.06,14.4,8.1,8.82
ZMYND11,14.54,15.44,28.91,33.53,24.31,19.95,32.67,33.56,20.81,21.3,16.1,15.54
WAS,0.28,0.11,0.52,0.28,0.34,0.26,0.07,0.15,0.28,0.3,0.17,0.38
DPEP1,0.55,0.51,15.17,13.34,5.56,7.02,0.02,0.0,0.18,0.09,0.78,0.4
BID,11.64,10.62,10.27,10.29,15.07,19.83,4.32,3.22,11.64,11.35,8.71,9.16
MATR3,126.88,122.23,140.15,145.9,114.42,77.56,80.97,82.8,140.98,141.07,122.61,126.75
NPC1L1,0.03,0.05,8.78,9.57,3.66,4.64,0.02,0.0,0.08,0.05,0.9,1.4
XYLT2,10.92,12.09,11.96,11.7,16.05,9.89,11.9,12.11,11.67,10.02,22.15,24.6
RGPD5,22.78,22.12,34.7,48.01,26.29,27.71,14.17,19.02,18.05,23.9,47.38,58.04
STMN4,0.0,0.0,0.0,0.0,2.05,1.71,0.0,0.0,10.84,12.81,0.0,0.04
NUDCD3,39.16,32.89,37.18,38.85,36.67,34.51,41.51,48.82,37.6,39.96,32.55,36.76
ISL1,0.06,0.03,3.41,4.38,13.04,16.58,0.0,0.0,4.3,4.02,2.41,2.76
CHDH,3.72,5.02,7.39,8.08,3.32,4.05,0.32,0.31,1.89,1.29,4.16,5.76
IL20RA,0.25,0.34,0.35,0.42,0.72,0.38,0.0,0.0,0.01,0.01,0.17,0.26
CLCA1,0.0,0.0,0.01,0.01,4.19,2.04,0.0,0.0,0.0,0.0,0.16,0.11
CLCA4,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0
GLT8D1,16.87,17.97,33.34,34.44,30.1,27.8,32.13,37.29,30.75,27.47,23.05,24.73
ATP2C1,29.57,29.95,34.87,37.24,33.53,32.9,25.43,26.48,29.39,31.64,34.48,34.92
IGF1,0.0,0.0,0.24,0.74,6.65,3.52,0.15,0.08,0.01,0.01,0.0,0.01
SLC38A5,11.45,12.97,0.31,0.15,1.92,0.74,0.02,0.12,2.85,3.79,17.23,18.52
RALBP1,22.6,23.32,17.64,18.39,18.42,29.26,18.96,18.47,22.81,20.15,27.52,27.53
RUFY3,19.02,21.94,42.9,46.36,31.03,16.08,27.34,28.25,38.56,42.37,30.44,34.15
CNTN1,2.45,2.98,1.29,1.61,8.0,10.6,0.67,0.63,0.34,0.45,4.34,3.89
SLC11A1,0.02,0.05,0.14,0.15,0.16,0.27,0.06,0.08,0.02,0.04,0.07,0.02
WWTR1,11.32,11.17,6.28,8.14,26.9,19.09,44.58,44.5,15.16,15.26,8.23,7.87
AGPS,27.38,27.84,28.88,29.67,21.57,13.77,14.14,13.12,21.66,22.09,42.48,39.13
ZNF806,0.0,0.02,0.02,0.15,0.16,0.0,0.02,0.0,0.12,0.04,0.06,0.04
CXorf56,13.8,13.89,7.66,7.96,9.53,8.29,9.67,10.02,11.79,10.52,11.21,9.01
ATP1A2,2.1,1.39,0.11,0.05,6.02,0.11,3.05,3.24,44.52,40.11,1.3,1.37
TTC27,11.63,11.9,8.58,9.8,8.46,5.68,5.28,5.98,7.27,7.08,8.34,9.24
ZNF582,2.53,2.0,2.76,3.6,1.55,1.57,2.26,1.47,2.24,1.79,2.56,2.91
VSIG2,0.03,0.0,1.07,0.83,6.12,3.65,0.11,0.08,0.08,0.0,1.61,1.54
PHLDB1,25.4,25.63,45.73,47.56,26.13,8.9,61.42,61.2,47.56,51.55,20.29,20.89
MARCO,0.0,0.0,0.0,0.02,0.44,0.68,0.0,0.0,0.0,0.23,0.0,0.0
CYP24A1,0.0,0.0,0.0,0.14,2.95,8.85,0.0,0.0,0.57,0.4,0.13,0.06
PRDM11,5.47,5.26,11.33,10.68,9.96,5.71,9.46,8.78,6.68,5.62,6.55,6.9
SYT13,2.73,1.98,10.23,10.3,7.2,15.31,0.05,0.02,0.76,0.74,1.24,1.46
SNAI2,0.13,0.15,0.36,0.57,36.44,2.27,17.86,18.26,1.66,1.43,0.13,0.1
CD74,9.09,8.92,17.26,20.64,10.32,15.62,0.05,0.0,3.19,2.72,5.21,5.66
HGF,0.02,0.07,0.0,0.02,2.03,0.41,5.95,5.32,0.02,0.06,0.06,0.09
ZRANB1,7.32,7.95,13.0,12.38,10.13,7.9,9.99,10.12,9.93,10.31,10.26,11.83
NCDN,22.08,20.2,10.58,11.35,11.25,9.16,14.24,14.8,14.33,14.43,14.34,15.17
ADGRA2,0.55,0.5,0.2,0.31,22.18,0.93,29.74,32.22,3.9,4.12,2.22,1.9
CCT8L1P,0.0,0.02,0.05,0.11,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
ZFP64,13.21,13.38,11.24,11.34,9.97,9.25,7.83,7.08,11.92,10.93,10.63,11.09
MNAT1,21.61,19.71,22.57,23.0,13.56,10.48,22.3,22.01,15.12,16.75,16.68,16.74
SAMD4A,4.52,4.37,3.81,4.88,5.96,9.67,14.55,13.99,1.33,2.0,5.42,3.63
RUNX3,0.16,0.15,0.01,0.03,0.17,0.02,0.0,0.01,0.09,0.07,0.12,0.14
MRE11,16.93,18.62,14.67,19.2,15.59,9.5,7.88,8.19,17.88,16.87,17.17,17.33
PLEKHB1,15.48,16.97,48.71,49.36,6.84,6.59,0.29,0.02,18.71,18.32,17.9,20.26
SERPINB1,9.35,8.41,25.74,25.88,12.94,21.84,5.5,5.24,3.59,3.07,12.8,13.9
CYP3A43,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.14
SLC7A9,0.04,0.03,2.24,2.05,1.29,3.32,0.29,0.14,0.22,0.21,0.08,0.08
SPAST,14.05,14.99,15.37,16.21,11.75,9.29,9.82,9.81,15.2,14.6,13.96,15.74
NRXN3,0.7,0.84,9.23,10.58,8.21,8.01,9.88,10.11,1.08,1.06,7.42,9.52
OSBPL5,5.08,7.35,4.96,5.98,13.7,12.53,17.83,18.24,13.46,13.46,3.08,2.19
AQR,26.67,24.88,18.08,20.24,15.72,16.11,10.61,10.49,17.81,15.79,23.49,22.55
CPS1,5.66,6.49,2.05,1.48,13.73,11.25,8.29,6.85,3.89,3.38,5.7,5.67
C8B,0.0,0.0,0.11,0.04,0.28,0.32,0.0,0.0,0.0,0.0,0.0,0.0
FHL1,10.03,9.15,1.25,1.26,22.89,1.87,641.91,617.23,29.71,30.07,1.15,1.66
RTF2,26.06,28.63,27.35,28.19,29.5,26.69,31.92,32.84,31.1,32.29,27.7,28.63
GABRA1,0.02,0.13,0.08,0.14,0.75,5.18,0.0,0.0,0.0,0.0,0.0,0.15
NLRP2,60.2,60.04,34.3,32.98,14.75,27.47,6.29,5.22,21.13,20.25,51.07,58.97
SLC45A4,11.64,9.73,25.37,25.62,13.8,15.29,2.53,2.82,12.19,12.65,15.81,17.85
RNF10,71.71,69.94,69.77,77.22,77.79,68.26,65.87,53.16,59.09,64.08,67.98,75.92
ZNF839,4.75,4.3,6.21,7.43,6.8,4.55,3.75,3.56,6.98,6.89,6.92,7.48
ZDHHC6,14.53,16.1,20.02,21.1,17.49,12.54,10.62,12.46,19.99,19.28,14.59,16.21
GRAMD1B,11.25,11.83,1.89,2.31,6.31,1.08,0.7,0.67,3.8,3.64,10.32,13.1
RNH1,30.53,27.45,20.64,23.71,34.98,53.95,56.23,61.34,30.45,30.48,18.6,19.65
NDUFS1,46.98,46.89,32.4,32.26,39.72,34.24,33.69,37.22,39.24,36.74,35.91,40.16
RB1CC1,20.99,21.54,16.14,17.73,18.76,15.93,21.1,20.9,11.75,13.32,18.71,20.36
ERP44,7.06,7.06,8.24,9.19,8.8,9.71,9.19,9.42,5.87,5.82,10.52,10.64
ALAS1,18.41,17.89,13.43,13.27,23.66,25.54,13.49,13.31,23.29,20.49,12.3,15.29
BIRC3,0.08,0.02,0.15,0.13,0.97,1.17,0.38,0.59,0.07,0.14,0.04,0.02
AKAP11,9.19,9.37,12.78,13.99,12.55,8.21,13.89,13.33,12.57,11.73,6.78,7.69
GLRX2,3.57,4.63,3.53,3.81,7.83,5.86,9.04,8.7,9.0,7.84,4.4,5.01
SNAPC1,3.22,3.11,2.05,2.33,2.3,1.36,3.4,3.42,2.61,2.65,3.91,3.89
DERA,9.35,9.56,17.51,22.43,14.05,30.22,11.1,10.86,18.92,14.63,51.22,57.05
STRAP,99.57,96.17,95.54,109.37,58.12,108.59,50.73,50.49,88.0,81.89,175.74,164.73
ABCC2,0.21,0.31,0.37,0.34,4.54,26.91,0.09,0.15,2.73,2.51,0.31,0.1
DEF6,2.46,2.54,2.47,2.59,2.57,5.1,0.22,0.2,0.77,0.8,2.13,2.85
PLEKHO1,21.69,22.01,36.59,38.37,29.84,11.39,19.42,19.19,46.63,48.25,19.18,19.52
GCLM,7.01,6.83,6.76,9.06,6.88,14.36,6.5,6.76,5.72,5.49,7.71,6.36
UBR2,7.32,8.55,13.3,14.57,11.03,11.8,10.9,12.55,9.85,9.57,8.85,10.22
EHD2,8.51,9.02,0.17,0.29,4.28,8.81,163.9,169.44,0.13,0.2,2.44,2.5
DEPDC1,10.52,11.93,5.18,4.65,10.63,4.09,1.82,2.49,13.9,13.01,11.86,11.42
CCDC28A,5.47,5.88,3.94,4.22,4.99,3.14,4.35,4.92,2.19,3.15,4.44,4.83
RRAGD,3.78,4.83,3.33,5.13,7.45,8.29,1.67,1.73,6.14,5.47,0.82,0.91
HSF2,5.49,6.68,9.84,11.55,9.3,4.24,5.76,6.04,14.96,13.65,8.02,9.56
PHF20,25.22,22.99,17.6,16.71,15.57,14.04,14.17,16.11,25.09,22.72,26.39,30.97
HSD17B6,1.62,2.51,0.25,0.32,0.77,0.33,0.41,0.49,1.16,1.15,1.65,0.26
NR1H3,11.48,12.02,10.78,12.02,5.87,7.94,5.36,4.01,8.39,6.5,10.64,13.36
TYMP,0.28,0.47,0.65,0.9,2.41,2.57,4.03,3.45,0.53,0.37,1.25,0.96
NCAPH2,35.62,34.85,27.78,27.76,31.15,25.23,17.48,17.73,50.8,48.91,27.42,33.22
TOMM34,18.29,17.14,16.75,18.44,17.74,24.46,8.83,9.19,17.13,16.97,21.39,19.83
SEC63,33.42,39.44,46.72,50.02,43.73,38.18,50.96,54.75,50.03,46.79,39.06,34.02
KPNA6,51.88,52.17,27.98,30.81,31.55,35.76,28.03,29.93,30.76,27.28,43.62,43.39
VIM,109.2,105.94,71.95,117.5,1035.3,42.91,786.7,833.85,787.47,765.83,83.12,70.44
RTEL1-TNFRSF6B,2.59,3.28,3.9,4.68,3.94,1.38,3.42,3.52,4.61,4.75,2.97,4.3
FAS,1.41,1.35,0.79,1.23,3.81,3.41,3.28,2.63,0.97,1.0,0.24,0.43
RNASET2,13.31,12.92,11.64,13.44,13.36,19.13,7.57,8.55,7.77,6.58,9.8,11.71
CD44,2.39,2.78,0.79,1.71,19.04,22.98,105.21,118.24,0.63,0.28,2.06,2.1
KCNG1,5.26,6.05,3.26,4.75,32.65,100.06,2.33,2.65,1.98,2.49,37.36,48.14
AGPAT4,8.88,10.08,18.24,19.93,10.11,4.02,3.08,3.88,18.18,16.14,20.98,27.77
SLAMF7,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0
BTN3A1,1.41,1.15,4.01,4.71,8.13,8.37,6.37,8.06,6.08,5.44,0.33,0.86
MIPEP,8.91,8.48,6.55,8.65,12.37,17.55,5.22,7.65,9.39,8.41,7.73,10.51
PRKCH,2.74,2.39,1.89,2.31,7.9,24.82,3.95,4.24,0.27,0.13,2.51,3.26
INSRR,0.01,0.01,0.01,0.0,0.69,0.01,0.08,0.03,0.01,0.03,0.01,0.03
IFNGR1,12.93,14.74,12.27,13.96,11.75,14.93,12.42,13.8,8.94,9.88,11.03,13.75
B4GALT7,12.01,12.05,16.2,15.07,12.8,13.03,13.39,13.34,13.2,12.91,12.69,15.33
SH2D2A,1.12,0.9,0.02,0.14,0.92,0.2,0.02,0.0,0.45,0.48,1.2,1.07
VRK2,10.3,10.87,9.46,10.63,7.31,9.42,7.29,5.74,9.43,9.18,11.62,12.41
TNFRSF1B,0.31,0.26,0.01,0.13,1.37,1.01,2.74,1.4,1.36,1.42,0.12,0.18
VEZT,30.6,31.94,52.77,59.4,28.63,24.64,24.45,28.59,35.55,33.91,63.73,66.5
POU2F2,1.27,1.32,0.65,0.4,0.7,0.24,0.24,0.39,1.01,1.06,0.72,1.16
BRD9,30.71,32.26,28.91,31.07,23.03,16.04,14.66,14.64,33.97,34.33,24.52,30.85
SNX1,24.09,26.89,38.15,43.22,51.16,46.83,37.58,40.74,45.87,56.03,27.26,28.63
TBPL1,22.79,22.73,20.2,20.35,14.69,11.79,13.02,11.37,23.41,21.53,19.35,18.39
ARNTL2,10.35,10.55,12.02,11.73,4.42,14.43,2.37,2.11,3.35,3.45,14.07,14.08
BCLAF1,114.0,117.38,106.84,119.48,78.83,78.51,57.72,58.64,117.01,108.63,82.5,88.15
SLC39A9,19.25,18.21,25.96,25.71,25.23,31.46,27.11,29.43,23.8,22.9,17.18,18.55
ANK1,2.94,2.74,1.06,1.54,0.94,1.63,1.0,1.52,1.08,1.14,0.62,0.71
IBSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
TFB1M,14.35,13.1,13.85,16.86,10.52,7.76,7.1,5.41,13.4,11.5,16.27,19.53
RABEP1,20.33,21.47,20.9,20.81,18.11,13.56,18.66,22.09,25.06,24.81,14.94,14.91
HMGB3,166.97,170.55,107.35,113.37,53.83,45.46,9.98,12.11,121.93,118.1,191.11,187.58
NUP160,37.65,39.37,34.53,36.35,28.95,21.09,10.54,10.85,42.96,39.81,31.29,37.32
BAK1,18.88,18.32,9.37,9.48,11.3,15.55,7.63,8.64,14.46,12.8,18.45,18.12
MUSK,0.01,0.01,0.0,0.0,0.02,0.0,0.03,0.09,0.0,0.0,0.09,0.0
IKZF2,0.88,1.35,9.13,9.6,23.6,64.11,7.02,6.39,3.32,3.12,4.21,3.94
GRN,59.33,58.31,41.61,44.1,75.67,99.2,213.64,237.18,26.26,29.99,78.65,80.99
FAM13B,10.54,10.54,25.93,26.93,16.41,16.96,15.9,16.99,20.71,21.05,9.06,13.07
ARHGAP31,1.09,1.02,0.35,0.63,7.16,1.72,18.49,19.53,2.38,2.7,0.61,0.99
CENPQ,6.6,7.09,3.34,3.53,3.56,1.55,1.72,1.48,5.3,5.6,5.65,6.31
SARS,65.74,63.52,56.36,60.97,56.32,72.83,135.35,151.59,69.47,66.83,44.13,45.9
RANBP3,40.99,39.56,44.25,45.01,38.26,31.75,27.89,31.34,53.08,52.12,34.26,37.03
ARID4A,5.86,6.06,14.64,14.17,10.31,9.22,7.1,8.69,12.64,13.09,10.36,11.14
EIPR1,12.6,12.73,13.38,16.3,10.31,10.21,7.41,7.27,15.35,14.13,14.97,16.71
PNPLA6,61.77,59.27,58.6,58.94,34.91,36.21,48.19,40.78,32.86,30.89,48.56,56.28
IFT88,2.55,2.4,12.28,13.59,10.16,5.13,5.09,5.25,9.25,9.63,5.42,6.92
ALG1,14.83,16.55,11.85,13.89,12.61,13.04,11.76,13.96,11.07,9.94,12.75,14.68
ZCCHC8,17.07,17.05,13.93,15.74,12.61,11.42,10.28,10.71,14.95,13.87,10.41,11.97
ABCF2,32.13,32.06,23.02,21.96,19.25,15.1,16.33,18.2,29.47,29.24,20.65,22.23
CHPF2,12.8,11.77,17.61,18.63,18.38,22.98,33.31,35.68,14.55,14.64,13.64,14.49
LRRC7,0.01,0.01,3.26,5.0,1.16,0.79,0.35,0.23,1.2,1.01,1.01,1.01
FUT8,20.01,20.26,16.19,15.03,27.92,21.4,13.21,12.89,27.72,28.82,21.46,29.07
UBA6,28.96,33.04,35.55,40.06,28.84,26.23,22.18,25.29,34.35,31.25,37.09,37.8
GAB2,1.95,1.5,15.71,15.15,9.64,10.29,4.26,4.38,10.27,11.95,11.97,12.23
ATP6V0A1,21.77,24.73,37.78,38.9,28.74,27.52,23.54,25.69,28.45,25.47,19.5,20.55
PIAS1,13.39,14.24,29.88,32.18,23.27,28.25,15.12,14.55,18.72,17.69,14.65,17.3
SLC4A7,19.54,21.09,29.09,30.2,21.45,13.01,31.15,30.15,30.32,27.38,34.26,38.12
APBA2,5.55,6.52,17.12,16.7,13.78,3.57,8.73,9.46,34.56,34.26,9.65,12.42
MAP2K3,12.32,11.93,10.31,11.79,9.76,11.58,13.48,12.67,8.93,8.3,13.42,14.35
EFCAB1,0.0,0.0,0.32,0.56,3.65,0.25,0.0,0.0,0.58,0.43,0.15,0.13
TMSB10,351.22,345.56,891.91,907.11,576.29,533.4,942.92,932.42,687.3,613.49,1269.19,1236.32
ASTE1,4.61,4.45,3.58,3.46,4.72,3.55,2.45,2.39,4.07,4.87,2.84,3.06
RNF19A,7.16,8.22,15.22,23.16,15.82,22.25,12.61,15.71,9.49,12.1,21.37,24.34
PEX3,7.04,8.19,6.31,8.25,5.29,5.52,6.66,5.61,5.3,5.4,5.03,5.53
GABARAPL2,27.57,28.64,33.0,33.77,35.47,36.24,33.61,32.37,36.48,37.28,32.34,33.11
