gene_name,Control-1 Day 3 Rep 1,Control-1 Day 3 Rep 2,Control-1 Day 5 Rep 1,Control-1 Day 5 Rep 2,FSHD2-1 Day 3 Rep 1,FSHD2-1 Day 3 Rep 2,FSHD2-1 Day 5 Rep 1,FSHD2-1 Day 5 Rep 2
UMLILO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,224.0,258.0,23.00004,35.0,33.0,24.000037,4.999998,13.0
AC112518.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL6,106.00046,123.00017,43.999950000000005,38.0,55.00002,62.99999,36.0,59.99998
PPBPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF4V1,7.63781,11.111,3.52534,3.0,1.0,1.26345,0.0,2.0
CXCL1,171.839,275.32570000000004,94.75808,99.939,85.44252,64.8338,41.99997,77.631
HNRNPA1P55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PF4,3.36219,6.88901,2.47466,3.0,3.0,2.73655,1.0,2.0
PPBP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL5,12.056,27.1634,4.0376,4.02156,19.0,18.0771,14.0,9.02131
RN7SL218P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL3,29.99998,65.4284,12.05824,4.01445,7.0672,7.0,7.574380000000001,7.13363
PPBPP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AC093677.1,0.0,0.0,0.0,0.0,0.0,0.0,1.00514,0.0
CXCL2,9.16106,6.245496,6.18372,5.04655,9.49032,13.1662,5.42562,5.23536
MTHFD2L,235.1285055,235.12149,207.41985,200.47504,212.02081299902,207.098210143294,144.00186,154.03251
AC093677.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPGN,2.0,1.0,0.0,2.0,7.0,7.999999000000001,1.0,3.0
EREG,35.09092,52.074296,7.79465,7.21118,24.44753,23.23359,11.79325,10.00058
AC021180.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AREG,23.0,17.0,2.0,2.0,22.99998,21.0,8.0,9.0
AC239584.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTC,2.999999,3.0,9.9999976,6.0,12.0,21.0,12.0,12.0
HSPE1P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARM1,702.0002000000001,906.0001,1126.00331,1171.0033,229.0,227.0,224.99993,259.00037
AC110760.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC110760.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC110760.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093870.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC025244.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC025244.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096759.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096759.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCHY1,707.96811,857.202380159369,729.2031709223739,760.20465,780.7270199999999,758.1061900000001,716.26587,750.5664700577771
THAP6,268.92827,307.93159999999995,227.78898,207.38523,233.72009,265.18224,229.89727,242.17352
ODAPH,3.199281,4.13391,0.0,3.0653,2.08181,3.37806,3.1059900000000003,5.09536
CDKL2,4.0,0.0,0.0,0.0,3.0,2.000004,0.0,3.0
G3BP2,1911.96002,2308.53758,1840.20548,2005.04595844,2381.63327,2478.73973,2176.1453800740765,2267.2280000000005
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USO1,2116.0,2360.99312,2211.99851,2089.003,2282.0,2227.0,2275.996,2351.0011699999995
RNU2-16P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC110615.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPEF2,8.45166,12.4972,9.63838,17.9697,15.1543,17.9917,11.8452,16.8899
NAAA,69.54509999999999,105.89033,122.768616223099,100.251655,185.66079,185.96518,177.96798,216.89432900000003
SDAD1,606.7943,639.95931,578.1868699999999,493.9424800000001,628.97523,679.12804,470.9835000000001,520.99948488846
AC112719.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ART3,2.01217,2.05687,9.34356,6.319196157,11.4407,6.999995,8.198879999999999,7.99307620663
CXCL10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CXCL11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112719.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP54,386.9996299999999,365.999634,286.00017014011803,253.00029,425.00034,387.99982,304.99979999999994,393.99953
AC110795.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCARB2,3126.3007800350742,4077.27202,3274.170882522,3272.6689404320773,4515.882376036996,3032.05673727,2156.9199148324,3388.88281
FAM47E,24.81078,29.067958,17.11337,16.643143000000002,17.20066,20.590670000000003,18.3427,20.00837
FAM47E-STBD1,449.1125,435.099996,254.42348,183.04842,442.8684,493.471872,252.35861,246.25349000000003
STBD1,269.546,320.596,178.177,201.416,510.746,358.647,153.641,210.655
CCDC158,2.24945,10.34059,5.91549,7.219991,5.34253,9.89191,6.51629,9.903281000000002
SNX5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1000P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096743.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHROOM3,28.0,54.0,56.0,90.22003,70.07566,64.51339323159999,80.0759,132.72909
AC112249.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-145P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR548AH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC107072.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC107072.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104687.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104687.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOWAHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEPT11,5977.367180000001,6796.569760000001,5120.65464,5068.469879999999,5502.476420000001,4277.14889,4033.40503,5388.70315
TXNP6,0.0,0.0,0.0,0.0,0.0,1.01071,0.0,1.00925
CCNI,2945.92946,3341.81745,2419.99928,2815.08876338244,4649.36703,2387.00289,1892.17846,3612.0035
RPL7P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104771.1,0.0,0.0,0.0,0.0,2.09741,0.0,0.0,0.0
RNU6-1187P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNG2,492.0005,462.0001,396.99966,372.00048,614.99977,553.19879,292.9997,374.0003
AC008638.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008638.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008638.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092674.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,4.999998,5.0,18.0,21.0,6.0,4.9999970000000005,23.000011,31.0
RF00612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNOT6L,330.09442,359.34127299999994,463.1634700000001,574.6756,375.0582339999999,342.29795,536.9692000000001,520.1173
MRPL1,348.99988,383.00013,319.00021,313.99975,442.99976,389.00031,338.00009000000006,401.9997
AC112225.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114801.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HMGB1P44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA1P56,0.0,0.0,0.0,1.00103,0.0,0.0,0.0,0.0
AC114801.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
AC114801.3,12.0957,15.8263,20.1459,4.25573,2.8715,7.02798,4.38942,9.15561
FRAS1,296.00045,306.0002999999999,561.00041,563.00047,206.99976,227.9998,357.0004,427.99998
SERBP1P5,1.59276,4.93295,3.16294,1.61585,0.0,0.0,0.0,0.0
MICOS10P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA3,19.99998,19.47792,14.98171,6.023878,23.197307438000003,27.28813,31.17381,16.00004
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGD1AP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC098818.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AC098818.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP2K,124.69875,159.80935000000002,103.7499390111257,123.23369,150.999398021,130.91240088333,89.66230230000001,125.4625800365711
AC098818.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQR3,67.38715,59.191100000000006,70.41471747,71.72337,73.00030386,85.08769,72.3377,64.5374
RN7SL127P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAA11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR7E94P,0.0,2.50427,0.0,1.1889,7.17319,1.76918,2.646,4.52767
AC092542.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANTXR2,2803.92076,2969.2491000000005,2673.99305,2637.72095,2580.6467,2403.7792400000003,2240.75004,2530.25713
KPNA2P1,1.00614,1.00785,0.0,0.0,0.0,0.0,0.0,0.0
RPSAP39,1.00288,0.0,0.0,1.00179,2.00268,1.00168,0.0,0.0
AC021127.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM8,21.000043,22.99996,32.99995,36.000012,24.0,34.99994,21.99996827,15.99997
FGF5,218.369262,236.96458,93.00568,87.20589000000001,166.14143,204.09415,113.88679,97.69714
CFAP299,5.43315,8.28494,4.33667,4.28689,2.347868,7.02477,6.96015,6.579667
AC105917.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP3,1.03996,3.07526,0.0,0.0,2.61946,2.12362,1.03292,1.29474
PRKG2,1.01371,0.0,1.0,3.0,4.166729999999999,5.0,2.12221,4.09057
AC139722.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU5A-2P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGEF1B,10.90595,7.45637,5.17414,11.98461,12.71635,10.97336,10.29207,15.5142
MTCYBP44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX5BP1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPM1P41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HNRNPA3P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-499P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP9P,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC124016.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPD,744.00004,831.13003,454.00029000000006,562.99938,1124.9999800000005,918.02925,618.0006900000001,736.00041
AC124016.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGBP1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPDL,2263.00414,2083.871700108426,1438.0004,1525.9999,2350.003316067673,2169.972,1522.0002,1733.9998999999998
ENOPH1,869.0001000000001,927.99939,671.9994000000002,684.0,800.9998300000001,869.0002999999999,686.00022,684.00065
TMEM150C,25.21471,29.133280000000003,26.133250000000004,24.4730196,35.19755000000001,37.82299,34.36332,37.173851
RPL7AP26,0.0,1.00435,0.0,0.0,0.0,0.0,0.0,0.0
AC067942.1,1.0628,1.0041,0.0,1.07081,1.05665,2.08992,3.00912,1.00981
AC067942.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC067942.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCD5,343.57355,432.5974000000001,488.895,512.7900999999999,584.6616,541.8007,479.89065,611.3629000000001
AC073413.1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
MIR575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073413.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SEC31A,5039.632078769224,5920.143048283943,5024.370716999999,4654.996439045311,6138.880314850851,5387.283095518802,5388.90189611991,5645.625652360001
THAP9-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THAP9,36.124587,50.314,56.328039,64.50929,65.99999000000001,58.501279,71.5584,84.49145
LIN54,196.448362,189.670892,109.03177,128.6305490172,198.310248821,217.03072022060093,151.26834,145.99883
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-615P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS4,1252.85077,1385.63729,1418.4650499999998,1429.03622,1432.4631000000002,1432.34795,1351.30632,1503.8654
AC073840.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAC8,49.683240000000005,41.69432,64.98585,78.29496,19.57977,16.73466,28.329510000000003,31.859408
AC114781.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114781.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114781.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COQ2,325.00006299999995,336.00019999999995,281.99953,296.00030000000004,366.99997,396.99975,363.0004,363.99984
HPSE,13.2902800154744,8.176774,8.00072,4.2602200181632,11.3788977166808,24.8594,7.20262072,8.8311427221
AC114781.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC114781.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELQ,205.99998,238.9996,254.9998,249.0001,282.999700350046,291.0001,276.9994,340.9997003172509
MRPS18C,728.76421,814.2974,618.77151,663.66924,901.99251,808.8243969999999,761.10408,767.4111909999999
ABRAXAS1,170.63938,134.14596,148.0438,134.21205,179.90290000000002,201.99429999999995,140.59474,190.2274
SLC25A14P1,1.01792,1.02484,0.0,0.0,0.0,2.04536,0.0,1.01486
RPL30P5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
GPAT3,107.0,118.0,262.00030000000004,218.000215697,198.99999,206.00018,344.000856,353.99968536200004
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC021192.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079160.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-774P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC025538.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104063.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKX6-1,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
RPL3P13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CDS1,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0
WDFY3,218.98273,252.331,142.44759999999997,177.99978,271.99952,325.999802,198.9997,236.00033
RN7SL552P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDFY3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-469P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDFY3-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC108021.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097488.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ARHGAP24,757.00013,735.10096,737.99965,672.00069,1082.00039,1017.00035,941.99983,961.61637
MIR4451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK10,146.61732495500002,175.48315411789,171.815798809912,168.1902258572455,150.8211496711,146.5676045645369,171.0331261937194,181.6817380315057
AC104827.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPN13,88.00007802823471,80.0000065312,48.000015,60.000029,173.592621523,151.539478,119.99951022271358,137.99992195012
SLC10A6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC093827.1,0.0,0.0,3.01606,0.0,0.0,1.00465,0.0,0.0
C4orf36,2.04256,2.73415,1.03535,0.0,1.38201e-05,0.0,2.85551,2.0
AC093827.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093827.5,18.82475,30.41896,30.35947,24.85304,39.091710000000006,27.54297,42.43034,45.55032
AC093827.3,0.0,0.0,0.0,1.00215,1.0023,1.00116,0.0,1.00076
AC093827.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFF1,191.0009092418,215.00124,285.00249,312.99986,448.11547,390.0025,549.0206324549999,553.002911
TECRP1,70.89,49.5051,0.124324,58.376,0.220357,51.1374,27.9007,46.628
KLHL8,205.6107331934,271.73273,210.7454,229.998254461,340.75448,312.34221,329.27390008288006,318.48276000000004
AC092658.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00833
GAPDHP60,5.0194,2.01573,1.00378,3.01174,4.00935,5.0119,0.0,2.66045
AC108516.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR5705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B13,0.111638,5.81885,2.20629,1.02368,4.60905,5.89339,4.50298,6.17903
AC108516.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B11,220.0002,237.0000548391,241.10888,202.9999908,244.05494,212.0001,225.78435,268.1106
RN7SL681P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112250.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT9,787.9599300000001,916.29091,1043.0007,913.00263,994.00291,926.00876,1009.99768,1088.5009799999998
AC112250.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPARCL1,17.999984673599997,20.0,16.00949918,18.008096148499998,7.000002728,4.999995999999999,11.0041,16.99997
AC093895.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSPP,0.0,0.0,0.0,0.0,0.0,1.0000005,3.9999988,0.0
DMP1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD2P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBSP,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MEPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AB3P,2.21449,4.40471,1.11142,6.68308,3.30397,5.49731,5.49341,3.28847
SPP1,5.99999942,4.0,0.0,1.0,14.000036,19.00003,9.000001,9.0
RNU1-36P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKD2,186.00091,170.00046,131.9997072,132.99984,150.999784,167.9998,125.99999,135.0001162
ABCG2,31.4526,26.000023800000005,27.00199,30.252121,63.00449999999999,50.0,36.99998,49.29989
AC097484.1,0.0,0.0,0.0,0.0,0.0,1.00039,0.0,0.0
RNU6-818P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6ATAC31P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097484.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1298P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM1K,378.74158,426.0403400000001,587.62655,526.83895,621.22346,594.00126,650.157434,687.47854
RNU6-112P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM1K-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERC6,5.999995999999999,9.0351,9.0,14.5319,12.151335,15.97615,27.37001,21.02106
HERC5,6.0,6.0,3.0,2.0,5.0,15.0,12.0,15.0
NCOA4P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYURF,1496.88,1835.38,1412.9,1374.88,1817.03,1732.76,1529.55,1503.51
PIGY,64.1033,37.5745,24.0961,56.1126,58.5313,74.7569,55.596,51.5682
AC098582.1,0.0,2.57247,1.81477,1.58388,0.0,0.0,2.93603,0.0
PIGY-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC083829.1,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0
RN7SKP244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERC3,299.00038734000003,327.39230225,272.18513,203.41635900000003,394.96009,438.9460455,319.0635328,329.0000503822
RNU6-33P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAP1L5,112.0,108.0,110.0,107.0,139.0,127.0,122.0,124.0
FAM13A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF02114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF02115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM13A,200.9999805013408,270.0002545216,316.00000252099994,347.99953,447.9996329300001,422.99992253412,413.17228,514.999690988872
TIGD2,70.0,59.0,67.0,69.0,86.0,82.0,68.0,108.0
AC104785.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-907P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPRIN3,1.01817,2.35862,1.1448,3.05105,5.587945,5.09022,8.27575,5.23787
AC097478.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNCA,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
AC097478.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097478.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097478.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNCA-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCSER1,0.0,1.0,0.0,1.0,1.0,5.0,0.0,3.0
RN7SKP248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093729.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB4XP8,0.0,1.26016,0.0,0.0,0.0,0.0,0.0,0.0
AC004054.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC074124.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC110774.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT19P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093810.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMPCAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00191
AC097520.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNCPRESS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC112695.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRID2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND1P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095059.2,0.0,1.0,0.0,1.00026,0.0,0.0,0.0,1.00029
AC095059.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC020699.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC110800.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATOH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096746.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMARCAD1,488.9997,550.99950790255,365.99998178,361.00027,609.9991,559.0000889999999,485.0004,507.99959
HPGDS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
AC109925.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM5,3399.5352900000003,3273.11942,3460.3307999999997,3379.0217,2924.7409999999995,3003.336239999999,2995.37344,3255.4103100000007
AC108067.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMPR1B-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMPR1B,54.2494414,50.9328,16.653,20.46361,37.00767,31.637846600000003,15.057903,18.7162
UNC5C,17.000002000000002,17.99997984,10.0,3.0,49.000032,39.99999657,18.0000436632809,17.000006660100002
AC106881.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDHA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1059P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-34P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096661.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SKP28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7A2P2,0.0,0.0,0.0,0.0,1.00921,0.0,1.016,0.0
AC108515.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STPG2,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0
AC034154.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STPG2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYZP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL5P12,1.01053,2.018,0.0,1.01085,0.0,1.11266,1.00947,0.0
DUTP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC019077.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP1GDS1,1481.99887,1641.0005099999998,974.99977152768,1014.92126,1647.00001,1518.8376604844468,1059.85021,1211.998963727746
AC058823.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TSPAN5,87.54175,135.53580899999997,67.33167,56.11318,155.18698,131.401769155087,79.57005000000001,137.90943
